database_name,database_university,database_race,database_gender,database_title,database_discipline,database_research,matched,num_matches,speaker_name,speaker_university,speaker_race_identified,seminar_university,seminar_discipline,seminar_condition,seminar_date,semester
Dorian Arnold,Emory University,Black,Man,Associate Professor,Computer Science,"theory/systems, scientific computing",No,0,,,,,,,,
Yolanda Rankin,Emory University,Black,Woman,Associate Professor,Computer Science,"computer science education, gaming",No,0,,,,,,,,
Leonardo Bobadilla,Florida International University,Hispanic,Man,Associate Professor,Computer Science,"robotics, automation",No,0,,,,,,,,
Brittany Johnson-Matthews,George Mason University,Black,Woman,Assistant Professor,Computer Science,"cross-cutting with research in software engineering, human-computer interaction, and machine learning",No,0,,,,,,,,
Daniel Barbara,George Mason University,Hispanic,Man,Professor,Computer Science,data mining and machine learning,No,0,,,,,,,,
Asohan Amarasingham,"Graduate Center, CUNY",Black,Man,Associate Professor,Computer Science,"systems, statistical analysis of large-scale ext racellular recordings, the study of neuronal circuits and their models, neural coding",No,0,,,,,,,,
Candido Cabo,"Graduate Center, CUNY",Hispanic,Man,Professor,Computer Science,modeling of biological processes,No,0,,,,,,,,
Oyewole Oyekoya,"Graduate Center, CUNY",Black,Man,Associate Professor,Computer Science,"machine learning, immersive visualization and virtual reality (e.g. caves), scientific visualization, learning in virtual environments, distributed heterogeneous systems, robotics and telepresence, eye tracking and visual attention modeling",No,0,,,,,,,,
Fernanda Viegas,Harvard University,Hispanic,Woman,Professor,Computer Science,"machine learning, artificial intelligence, computation and society, graphics, vision, and visualization, human-computer interaction",No,0,,,,,,,,
James Mickens,Harvard University,Black,Woman,Professor,Computer Science,"computation and society, systems, networks, and databases",No,0,,,,,,,,
Harrison Prosper,Indiana University Bloomington,Black,Man,Professor,Computer Science,"experimental high energy physics, statistical inference, machine learning, and cosmology",No,0,,,,,,,,
Mayly Sanchez,Indiana University Bloomington,Hispanic,Woman,Professor,Computer Science,high energy physics,No,0,,,,,,,,
Michael Carbin,Massachusetts Institute of Technology,Black,Man,Associate Professor,Computer Science,"the design, semantics, and implementation of language-driven systems",No,0,,,,,,,,
Vincent Oria,New Jersey Institute of Technology,Black,Man,Professor,Computer Science,"multimedia databases, spatio-temporal databases",Yes,6,,,,,,,,
Vincent Oria,New Jersey Institute of Technology,Black,Man,Professor,Computer Science,"multimedia databases, spatio-temporal databases",Match Detail,,Viktoria Koscinski,Rochester Institute of Technology,white,Colorado State University,Computer Science,control,2/25/2025,Fall
Vincent Oria,New Jersey Institute of Technology,Black,Man,Professor,Computer Science,"multimedia databases, spatio-temporal databases",Match Detail,,Florian Schaefer,Georgia Institute of Technology,white,New York University,Computer Science,treatment,2/20/2025,Fall
Vincent Oria,New Jersey Institute of Technology,Black,Man,Professor,Computer Science,"multimedia databases, spatio-temporal databases",Match Detail,,Florian Schaefer,Georgia Institute of Technology,white,New York University,Computer Science,treatment,2/20/2025,Fall
Vincent Oria,New Jersey Institute of Technology,Black,Man,Professor,Computer Science,"multimedia databases, spatio-temporal databases",Match Detail,,Victoria Edwards,Oregon State University,white,Oregon State University,Computer Science,control,2024-09-24,Spring
Vincent Oria,New Jersey Institute of Technology,Black,Man,Professor,Computer Science,"multimedia databases, spatio-temporal databases",Match Detail,,Victoria Edwards,Oregon State University,white,Oregon State University,Computer Science,control,2024-09-24,Spring
Vincent Oria,New Jersey Institute of Technology,Black,Man,Professor,Computer Science,"multimedia databases, spatio-temporal databases",Match Detail,,Jordi Soriano-Fradera,University of Barcelona,latino,University of Illinois Urbana-Champaign,Computer Science,treatment,9/20/2024 0:00,Fall
Kemafor Anyanwu Ogan,North Carolina State University,Black,Woman,Associate Professor,Computer Science,"artificial intelligence and intelligent agents, cloud computing",Yes,1,,,,,,,,
Kemafor Anyanwu Ogan,North Carolina State University,Black,Woman,Associate Professor,Computer Science,"artificial intelligence and intelligent agents, cloud computing",Match Detail,,Erdogan Kaya,George Mason University,white,University of Texas at Arlington,Computer Science,treatment,1/28/2025,Spring
Ricardo Baezayates,Northeastern University,Hispanic,Man,Professor,Computer Science,"information retrieval, web search and data mining, data science and its associated algorithms",No,0,,,,,,,,
Saiph Savage,Northeastern University,Hispanic,Woman,Assistant Professor,Computer Science,"artificial intelligence, human-computer interaction, data science, network science, machine learning",No,0,,,,,,,,
Russell Joseph,Northwestern University,Black,Man,Associate Professor,Computer Science,"computer architecture, microprocessor design for reliability and variability tolerance",Yes,2,,,,,,,,
Russell Joseph,Northwestern University,Black,Man,Associate Professor,Computer Science,"computer architecture, microprocessor design for reliability and variability tolerance",Match Detail,,Joseph Chan,Ohio State University,asian,Florida State University,Computer Science,treatment,8/28/2024 0:00,Fall
Russell Joseph,Northwestern University,Black,Man,Associate Professor,Computer Science,"computer architecture, microprocessor design for reliability and variability tolerance",Match Detail,,Joseph Chan,Ohio State University,asian,Florida State University,Computer Science,treatment,8/28/2024 0:00,Fall
Christopher Stewart,Ohio State University,Black,Man,Associate Professor,Computer Science,"distributed systems, performance modeling",Yes,1,,,,,,,,
Christopher Stewart,Ohio State University,Black,Man,Associate Professor,Computer Science,"distributed systems, performance modeling",Match Detail,,Jonathan Stewart,Florida State University,white,Florida State University,Computer Science,treatment,1/15/2025,Fall
Donald Williamson,Ohio State University,Black,Man,Associate Professor,Computer Science,"machine (deep) learning, signal processing",No,0,,,,,,,,
Donald Ebeigbe,Pennsylvania State University,Black,Man,Assistant Professor,Computer Science,control and decision systems; signal and image processing,No,0,,,,,,,,
Adji Bousso Dieng,Princeton University,Black,Woman,Assistant Professor,Computer Science,"computational biology, machine learning",No,0,,,,,,,,
Andres Monroy Hernandez,Princeton University,Hispanic,Man,Assistant Professor,Computer Science,human-computer interaction,Yes,1,,,,,,,,
Andres Monroy Hernandez,Princeton University,Hispanic,Man,Assistant Professor,Computer Science,human-computer interaction,Match Detail,,David M. Hernandez,Yale University,latino,New York University,Computer Science,treatment,10/11/2024 0:00,Fall
Gustavo Adolfo Junipero Rodriguez-Rivera,Purdue University,Hispanic,Man,Associate Professor,Computer Science,"operating systems, computer networks",No,0,,,,,,,,
Alex Gittens,Rensselaer Polytechnic Institute,Black,Man,Assistant Professor,Computer Science,"applying randomness to computational linear algebra, machine learning",No,0,,,,,,,,
Carlos Varela,Rensselaer Polytechnic Institute,Hispanic,Man,Professor,Computer Science,"concurrent programming, distributed computing",No,0,,,,,,,,
Vicente Ordonez Roman,Rice University,Hispanic,Man,Associate Professor,Computer Science,"computer vision, machine learning",Yes,1,,,,,,,,
Vicente Ordonez Roman,Rice University,Hispanic,Man,Associate Professor,Computer Science,"computer vision, machine learning",Match Detail,,Vicente Ordonez-Roman,Rice University,latino,University of Pittsburgh,Computer Science,treatment,12/6/2024 0:00,Fall
Kunle Olukotun,Stanford University,Black,Man,Professor,Computer Science,"computer architecture, parallel computing",No,0,,,,,,,,
Karl Morris,Temple University,Black,Man,Associate Professor,Computer Science,mobile computing and autonomous systems,Yes,1,,,,,,,,
Karl Morris,Temple University,Black,Man,Associate Professor,Computer Science,mobile computing and autonomous systems,Match Detail,,Garrett Morris,University of Iowa,black,University of Iowa,Computer Science,control,2024-10-18 00:00:00,Spring
Daniel A. Jimenez,Texas A&M University,Hispanic,Man,Professor,Computer Science,"computer architecture, compilers",No,0,,,,,,,,
Dilma Da Silva,Texas A&M University,Hispanic,Woman,Professor,Computer Science,"cloud computing, operating systems",No,0,,,,,,,,
Uma Maheswari Chinta,Texas Tech University,Native American,Woman,Assistant Professor,Computer Science,"emotional expression in autistic individuals. , analysis of facial expressions as indicators of emotional states.",No,0,,,,,,,,
Abdul Serwadda,Texas Tech University,Black,Man,Associate Professor,Computer Science,"cyber security and privacy, machine learning and data mining",No,0,,,,,,,,
Chinwe Ekenna,"University at Albany, SUNY",Black,Woman,Assistant Professor,Computer Science,intelligent motion planning applied to robotics and proteins,No,0,,,,,,,,
Ifeoma Nwogu,University at Buffalo,Black,Woman,Associate Professor,Computer Science,artificial intelligence and machine learning and data mining,No,0,,,,,,,,
Chris S. Crawford,University of Alabama,Black,Man,Associate Professor,Computer Science,human-centered computing,Yes,2,,,,,,,,
Chris S. Crawford,University of Alabama,Black,Man,Associate Professor,Computer Science,human-centered computing,Match Detail,,Chris Crawford,University of Alabama,black,Old Dominion University,Computer Science,control,3/28/2025,Fall
Chris S. Crawford,University of Alabama,Black,Man,Associate Professor,Computer Science,human-centered computing,Match Detail,,Chris Crawford,University of Alabama,black,Old Dominion University,Computer Science,control,3/28/2025,Fall
Monica Anderson,University of Alabama,Black,Woman,Associate Professor,Computer Science,robotics,Yes,1,,,,,,,,
Monica Anderson,University of Alabama,Black,Woman,Associate Professor,Computer Science,robotics,Match Detail,,Chuck Anderson,Colorado State University,white,Colorado State University,Computer Science,control,8/26/2024 0:00,Fall
Vineetha Menon,University of Alabama in Huntsville,Black,Woman,Associate Professor,Computer Science,"big data analytics, data science",No,0,,,,,,,,
Jason Pacheco,University of Arizona,Hispanic,Man,Assistant Professor,Computer Science,"artificial intellingence, machine learning",No,0,,,,,,,,
Anthony D. Joseph,"University of California, Berkeley",Black,Man,Professor,Computer Science,"operating systems & networking (osnt), security (sec)",Yes,2,,,,,,,,
Anthony D. Joseph,"University of California, Berkeley",Black,Man,Professor,Computer Science,"operating systems & networking (osnt), security (sec)",Match Detail,,Joseph Chan,Ohio State University,asian,Florida State University,Computer Science,treatment,8/28/2024 0:00,Fall
Anthony D. Joseph,"University of California, Berkeley",Black,Man,Professor,Computer Science,"operating systems & networking (osnt), security (sec)",Match Detail,,Joseph Chan,Ohio State University,asian,Florida State University,Computer Science,treatment,8/28/2024 0:00,Fall
Alexander Gamero-Garrido,"University of California, Davis",Hispanic,Man,Assistant Professor,Computer Science,intersection of computer networking systems and public policy with an emphasis on online privacy,No,0,,,,,,,,
